protein_name,msa_location,theta,weights_location,seed
FRPD4_HUMAN_Beltran_2025_PF00595_75,FRPD4_HUMAN_Beltran_2025_PF00595_75_theta_0.8_b0.7.a2m,0.2,FRPD4_HUMAN_Beltran_2025_PF00595_75_theta_0.8_b0.7.npy,4000
FRPD4_HUMAN_Beltran_2025_PF00595_75,FRPD4_HUMAN_Beltran_2025_PF00595_75_theta_0.8_b0.7.a2m,0.2,FRPD4_HUMAN_Beltran_2025_PF00595_75_theta_0.8_b0.7.npy,5000
UBX2B_HUMAN_Beltran_2025_PF00789_256,UBX2B_HUMAN_Beltran_2025_PF00789_256_theta_0.8_b0.7.a2m,0.2,UBX2B_HUMAN_Beltran_2025_PF00789_256_theta_0.8_b0.7.npy,1000
UBX2B_HUMAN_Beltran_2025_PF00789_256,UBX2B_HUMAN_Beltran_2025_PF00789_256_theta_0.8_b0.7.a2m,0.2,UBX2B_HUMAN_Beltran_2025_PF00789_256_theta_0.8_b0.7.npy,2000
UBX2B_HUMAN_Beltran_2025_PF00789_256,UBX2B_HUMAN_Beltran_2025_PF00789_256_theta_0.8_b0.7.a2m,0.2,UBX2B_HUMAN_Beltran_2025_PF00789_256_theta_0.8_b0.7.npy,3000
UBX2B_HUMAN_Beltran_2025_PF00789_256,UBX2B_HUMAN_Beltran_2025_PF00789_256_theta_0.8_b0.7.a2m,0.2,UBX2B_HUMAN_Beltran_2025_PF00789_256_theta_0.8_b0.7.npy,4000
UBX2B_HUMAN_Beltran_2025_PF00789_256,UBX2B_HUMAN_Beltran_2025_PF00789_256_theta_0.8_b0.7.a2m,0.2,UBX2B_HUMAN_Beltran_2025_PF00789_256_theta_0.8_b0.7.npy,5000
PO4F3_HUMAN_Beltran_2025_PF00157_185,PO4F3_HUMAN_Beltran_2025_PF00157_185_theta_0.8_b0.7.a2m,0.2,PO4F3_HUMAN_Beltran_2025_PF00157_185_theta_0.8_b0.7.npy,1000
PO4F3_HUMAN_Beltran_2025_PF00157_185,PO4F3_HUMAN_Beltran_2025_PF00157_185_theta_0.8_b0.7.a2m,0.2,PO4F3_HUMAN_Beltran_2025_PF00157_185_theta_0.8_b0.7.npy,2000
PO4F3_HUMAN_Beltran_2025_PF00157_185,PO4F3_HUMAN_Beltran_2025_PF00157_185_theta_0.8_b0.7.a2m,0.2,PO4F3_HUMAN_Beltran_2025_PF00157_185_theta_0.8_b0.7.npy,3000
PO4F3_HUMAN_Beltran_2025_PF00157_185,PO4F3_HUMAN_Beltran_2025_PF00157_185_theta_0.8_b0.7.a2m,0.2,PO4F3_HUMAN_Beltran_2025_PF00157_185_theta_0.8_b0.7.npy,4000
PO4F3_HUMAN_Beltran_2025_PF00157_185,PO4F3_HUMAN_Beltran_2025_PF00157_185_theta_0.8_b0.7.a2m,0.2,PO4F3_HUMAN_Beltran_2025_PF00157_185_theta_0.8_b0.7.npy,5000
PCBP1_HUMAN_Beltran_2025_PF00013_278,PCBP1_HUMAN_Beltran_2025_PF00013_278_theta_0.8_b0.7.a2m,0.2,PCBP1_HUMAN_Beltran_2025_PF00013_278_theta_0.8_b0.7.npy,1000
PCBP1_HUMAN_Beltran_2025_PF00013_278,PCBP1_HUMAN_Beltran_2025_PF00013_278_theta_0.8_b0.7.a2m,0.2,PCBP1_HUMAN_Beltran_2025_PF00013_278_theta_0.8_b0.7.npy,2000
PCBP1_HUMAN_Beltran_2025_PF00013_278,PCBP1_HUMAN_Beltran_2025_PF00013_278_theta_0.8_b0.7.a2m,0.2,PCBP1_HUMAN_Beltran_2025_PF00013_278_theta_0.8_b0.7.npy,3000
PCBP1_HUMAN_Beltran_2025_PF00013_278,PCBP1_HUMAN_Beltran_2025_PF00013_278_theta_0.8_b0.7.a2m,0.2,PCBP1_HUMAN_Beltran_2025_PF00013_278_theta_0.8_b0.7.npy,4000
PCBP1_HUMAN_Beltran_2025_PF00013_278,PCBP1_HUMAN_Beltran_2025_PF00013_278_theta_0.8_b0.7.a2m,0.2,PCBP1_HUMAN_Beltran_2025_PF00013_278_theta_0.8_b0.7.npy,5000
SAFB1_HUMAN_Beltran_2025_PF02037_26,SAFB1_HUMAN_Beltran_2025_PF02037_26_theta_0.8_b0.7.a2m,0.2,SAFB1_HUMAN_Beltran_2025_PF02037_26_theta_0.8_b0.7.npy,1000
SAFB1_HUMAN_Beltran_2025_PF02037_26,SAFB1_HUMAN_Beltran_2025_PF02037_26_theta_0.8_b0.7.a2m,0.2,SAFB1_HUMAN_Beltran_2025_PF02037_26_theta_0.8_b0.7.npy,2000
SAFB1_HUMAN_Beltran_2025_PF02037_26,SAFB1_HUMAN_Beltran_2025_PF02037_26_theta_0.8_b0.7.a2m,0.2,SAFB1_HUMAN_Beltran_2025_PF02037_26_theta_0.8_b0.7.npy,3000
SAFB1_HUMAN_Beltran_2025_PF02037_26,SAFB1_HUMAN_Beltran_2025_PF02037_26_theta_0.8_b0.7.a2m,0.2,SAFB1_HUMAN_Beltran_2025_PF02037_26_theta_0.8_b0.7.npy,4000
SAFB1_HUMAN_Beltran_2025_PF02037_26,SAFB1_HUMAN_Beltran_2025_PF02037_26_theta_0.8_b0.7.a2m,0.2,SAFB1_HUMAN_Beltran_2025_PF02037_26_theta_0.8_b0.7.npy,5000
SIX1_HUMAN_Beltran_2025_PF00046_131,SIX1_HUMAN_Beltran_2025_PF00046_131_theta_0.8_b0.8.a2m,0.2,SIX1_HUMAN_Beltran_2025_PF00046_131_theta_0.8_b0.8.npy,1000
SIX1_HUMAN_Beltran_2025_PF00046_131,SIX1_HUMAN_Beltran_2025_PF00046_131_theta_0.8_b0.8.a2m,0.2,SIX1_HUMAN_Beltran_2025_PF00046_131_theta_0.8_b0.8.npy,2000
SIX1_HUMAN_Beltran_2025_PF00046_131,SIX1_HUMAN_Beltran_2025_PF00046_131_theta_0.8_b0.8.a2m,0.2,SIX1_HUMAN_Beltran_2025_PF00046_131_theta_0.8_b0.8.npy,3000
SIX1_HUMAN_Beltran_2025_PF00046_131,SIX1_HUMAN_Beltran_2025_PF00046_131_theta_0.8_b0.8.a2m,0.2,SIX1_HUMAN_Beltran_2025_PF00046_131_theta_0.8_b0.8.npy,4000
SIX1_HUMAN_Beltran_2025_PF00046_131,SIX1_HUMAN_Beltran_2025_PF00046_131_theta_0.8_b0.8.a2m,0.2,SIX1_HUMAN_Beltran_2025_PF00046_131_theta_0.8_b0.8.npy,5000
TERF2_HUMAN_Beltran_2025_PF00249_489,TERF2_HUMAN_Beltran_2025_PF00249_489_theta_0.8_b0.7.a2m,0.2,TERF2_HUMAN_Beltran_2025_PF00249_489_theta_0.8_b0.7.npy,1000
TERF2_HUMAN_Beltran_2025_PF00249_489,TERF2_HUMAN_Beltran_2025_PF00249_489_theta_0.8_b0.7.a2m,0.2,TERF2_HUMAN_Beltran_2025_PF00249_489_theta_0.8_b0.7.npy,2000
TERF2_HUMAN_Beltran_2025_PF00249_489,TERF2_HUMAN_Beltran_2025_PF00249_489_theta_0.8_b0.7.a2m,0.2,TERF2_HUMAN_Beltran_2025_PF00249_489_theta_0.8_b0.7.npy,3000
TERF2_HUMAN_Beltran_2025_PF00249_489,TERF2_HUMAN_Beltran_2025_PF00249_489_theta_0.8_b0.7.a2m,0.2,TERF2_HUMAN_Beltran_2025_PF00249_489_theta_0.8_b0.7.npy,4000
TERF2_HUMAN_Beltran_2025_PF00249_489,TERF2_HUMAN_Beltran_2025_PF00249_489_theta_0.8_b0.7.a2m,0.2,TERF2_HUMAN_Beltran_2025_PF00249_489_theta_0.8_b0.7.npy,5000
ALX1_HUMAN_Beltran_2025_PF00046_134,ALX1_HUMAN_Beltran_2025_PF00046_134_theta_0.8_b0.8.a2m,0.2,ALX1_HUMAN_Beltran_2025_PF00046_134_theta_0.8_b0.8.npy,1000
ALX1_HUMAN_Beltran_2025_PF00046_134,ALX1_HUMAN_Beltran_2025_PF00046_134_theta_0.8_b0.8.a2m,0.2,ALX1_HUMAN_Beltran_2025_PF00046_134_theta_0.8_b0.8.npy,2000
ALX1_HUMAN_Beltran_2025_PF00046_134,ALX1_HUMAN_Beltran_2025_PF00046_134_theta_0.8_b0.8.a2m,0.2,ALX1_HUMAN_Beltran_2025_PF00046_134_theta_0.8_b0.8.npy,3000
ALX1_HUMAN_Beltran_2025_PF00046_134,ALX1_HUMAN_Beltran_2025_PF00046_134_theta_0.8_b0.8.a2m,0.2,ALX1_HUMAN_Beltran_2025_PF00046_134_theta_0.8_b0.8.npy,4000
ALX1_HUMAN_Beltran_2025_PF00046_134,ALX1_HUMAN_Beltran_2025_PF00046_134_theta_0.8_b0.8.a2m,0.2,ALX1_HUMAN_Beltran_2025_PF00046_134_theta_0.8_b0.8.npy,5000
ITSN1_HUMAN_Beltran_2025_PF00018_1003,ITSN1_HUMAN_Beltran_2025_PF00018_1003_theta_0.8_b1.1.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF00018_1003_theta_0.8_b1.1.npy,1000
ITSN1_HUMAN_Beltran_2025_PF00018_1003,ITSN1_HUMAN_Beltran_2025_PF00018_1003_theta_0.8_b1.1.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF00018_1003_theta_0.8_b1.1.npy,2000
ITSN1_HUMAN_Beltran_2025_PF00018_1003,ITSN1_HUMAN_Beltran_2025_PF00018_1003_theta_0.8_b1.1.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF00018_1003_theta_0.8_b1.1.npy,3000
ITSN1_HUMAN_Beltran_2025_PF00018_1003,ITSN1_HUMAN_Beltran_2025_PF00018_1003_theta_0.8_b1.1.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF00018_1003_theta_0.8_b1.1.npy,4000
ITSN1_HUMAN_Beltran_2025_PF00018_1003,ITSN1_HUMAN_Beltran_2025_PF00018_1003_theta_0.8_b1.1.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF00018_1003_theta_0.8_b1.1.npy,5000
ITSN1_HUMAN_Beltran_2025_PF00018_1156,ITSN1_HUMAN_Beltran_2025_PF00018_1156_theta_0.8_b1.1.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF00018_1156_theta_0.8_b1.1.npy,1000
ITSN1_HUMAN_Beltran_2025_PF00018_1156,ITSN1_HUMAN_Beltran_2025_PF00018_1156_theta_0.8_b1.1.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF00018_1156_theta_0.8_b1.1.npy,2000
ITSN1_HUMAN_Beltran_2025_PF00018_1156,ITSN1_HUMAN_Beltran_2025_PF00018_1156_theta_0.8_b1.1.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF00018_1156_theta_0.8_b1.1.npy,3000
ITSN1_HUMAN_Beltran_2025_PF00018_1156,ITSN1_HUMAN_Beltran_2025_PF00018_1156_theta_0.8_b1.1.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF00018_1156_theta_0.8_b1.1.npy,4000
ITSN1_HUMAN_Beltran_2025_PF00018_1156,ITSN1_HUMAN_Beltran_2025_PF00018_1156_theta_0.8_b1.1.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF00018_1156_theta_0.8_b1.1.npy,5000
ITSN1_HUMAN_Beltran_2025_PF00018_909,ITSN1_HUMAN_Beltran_2025_PF00018_909_theta_0.8_b0.9.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF00018_909_theta_0.8_b0.9.npy,1000
ITSN1_HUMAN_Beltran_2025_PF00018_909,ITSN1_HUMAN_Beltran_2025_PF00018_909_theta_0.8_b0.9.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF00018_909_theta_0.8_b0.9.npy,2000
ITSN1_HUMAN_Beltran_2025_PF00018_909,ITSN1_HUMAN_Beltran_2025_PF00018_909_theta_0.8_b0.9.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF00018_909_theta_0.8_b0.9.npy,3000
ITSN1_HUMAN_Beltran_2025_PF00018_909,ITSN1_HUMAN_Beltran_2025_PF00018_909_theta_0.8_b0.9.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF00018_909_theta_0.8_b0.9.npy,4000
ITSN1_HUMAN_Beltran_2025_PF00018_909,ITSN1_HUMAN_Beltran_2025_PF00018_909_theta_0.8_b0.9.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF00018_909_theta_0.8_b0.9.npy,5000
ITSN1_HUMAN_Beltran_2025_PF07653_1003,ITSN1_HUMAN_Beltran_2025_PF07653_1003_theta_0.8_b1.1.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF07653_1003_theta_0.8_b1.1.npy,1000
ITSN1_HUMAN_Beltran_2025_PF07653_1003,ITSN1_HUMAN_Beltran_2025_PF07653_1003_theta_0.8_b1.1.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF07653_1003_theta_0.8_b1.1.npy,2000
ITSN1_HUMAN_Beltran_2025_PF07653_1003,ITSN1_HUMAN_Beltran_2025_PF07653_1003_theta_0.8_b1.1.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF07653_1003_theta_0.8_b1.1.npy,3000
ITSN1_HUMAN_Beltran_2025_PF07653_1003,ITSN1_HUMAN_Beltran_2025_PF07653_1003_theta_0.8_b1.1.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF07653_1003_theta_0.8_b1.1.npy,4000
ITSN1_HUMAN_Beltran_2025_PF07653_1003,ITSN1_HUMAN_Beltran_2025_PF07653_1003_theta_0.8_b1.1.a2m,0.2,ITSN1_HUMAN_Beltran_2025_PF07653_1003_theta_0.8_b1.1.npy,5000
ZFHX3_HUMAN_Beltran_2025_PF00046_2147,ZFHX3_HUMAN_Beltran_2025_PF00046_2147_theta_0.8_b0.8.a2m,0.2,ZFHX3_HUMAN_Beltran_2025_PF00046_2147_theta_0.8_b0.8.npy,1000
ZFHX3_HUMAN_Beltran_2025_PF00046_2147,ZFHX3_HUMAN_Beltran_2025_PF00046_2147_theta_0.8_b0.8.a2m,0.2,ZFHX3_HUMAN_Beltran_2025_PF00046_2147_theta_0.8_b0.8.npy,2000
ZFHX3_HUMAN_Beltran_2025_PF00046_2147,ZFHX3_HUMAN_Beltran_2025_PF00046_2147_theta_0.8_b0.8.a2m,0.2,ZFHX3_HUMAN_Beltran_2025_PF00046_2147_theta_0.8_b0.8.npy,3000
ZFHX3_HUMAN_Beltran_2025_PF00046_2147,ZFHX3_HUMAN_Beltran_2025_PF00046_2147_theta_0.8_b0.8.a2m,0.2,ZFHX3_HUMAN_Beltran_2025_PF00046_2147_theta_0.8_b0.8.npy,4000
ZFHX3_HUMAN_Beltran_2025_PF00046_2147,ZFHX3_HUMAN_Beltran_2025_PF00046_2147_theta_0.8_b0.8.a2m,0.2,ZFHX3_HUMAN_Beltran_2025_PF00046_2147_theta_0.8_b0.8.npy,5000
ZFHX3_HUMAN_Beltran_2025_PF00046_2244,ZFHX3_HUMAN_Beltran_2025_PF00046_2244_theta_0.8_b0.8.a2m,0.2,ZFHX3_HUMAN_Beltran_2025_PF00046_2244_theta_0.8_b0.8.npy,1000
ZFHX3_HUMAN_Beltran_2025_PF00046_2244,ZFHX3_HUMAN_Beltran_2025_PF00046_2244_theta_0.8_b0.8.a2m,0.2,ZFHX3_HUMAN_Beltran_2025_PF00046_2244_theta_0.8_b0.8.npy,2000
ZFHX3_HUMAN_Beltran_2025_PF00046_2244,ZFHX3_HUMAN_Beltran_2025_PF00046_2244_theta_0.8_b0.8.a2m,0.2,ZFHX3_HUMAN_Beltran_2025_PF00046_2244_theta_0.8_b0.8.npy,3000
ZFHX3_HUMAN_Beltran_2025_PF00046_2244,ZFHX3_HUMAN_Beltran_2025_PF00046_2244_theta_0.8_b0.8.a2m,0.2,ZFHX3_HUMAN_Beltran_2025_PF00046_2244_theta_0.8_b0.8.npy,4000
ZFHX3_HUMAN_Beltran_2025_PF00046_2244,ZFHX3_HUMAN_Beltran_2025_PF00046_2244_theta_0.8_b0.8.a2m,0.2,ZFHX3_HUMAN_Beltran_2025_PF00046_2244_theta_0.8_b0.8.npy,5000
ZFHX3_HUMAN_Beltran_2025_PF00046_2643,ZFHX3_HUMAN_Beltran_2025_PF00046_2643_theta_0.8_b0.8.a2m,0.2,ZFHX3_HUMAN_Beltran_2025_PF00046_2643_theta_0.8_b0.8.npy,1000
ZFHX3_HUMAN_Beltran_2025_PF00046_2643,ZFHX3_HUMAN_Beltran_2025_PF00046_2643_theta_0.8_b0.8.a2m,0.2,ZFHX3_HUMAN_Beltran_2025_PF00046_2643_theta_0.8_b0.8.npy,2000
ZFHX3_HUMAN_Beltran_2025_PF00046_2643,ZFHX3_HUMAN_Beltran_2025_PF00046_2643_theta_0.8_b0.8.a2m,0.2,ZFHX3_HUMAN_Beltran_2025_PF00046_2643_theta_0.8_b0.8.npy,3000
ZFHX3_HUMAN_Beltran_2025_PF00046_2643,ZFHX3_HUMAN_Beltran_2025_PF00046_2643_theta_0.8_b0.8.a2m,0.2,ZFHX3_HUMAN_Beltran_2025_PF00046_2643_theta_0.8_b0.8.npy,4000
ZFHX3_HUMAN_Beltran_2025_PF00046_2643,ZFHX3_HUMAN_Beltran_2025_PF00046_2643_theta_0.8_b0.8.a2m,0.2,ZFHX3_HUMAN_Beltran_2025_PF00046_2643_theta_0.8_b0.8.npy,5000
ZYX_HUMAN_Beltran_2025_PF00412_504,ZYX_HUMAN_Beltran_2025_PF00412_504_theta_0.8_b0.7.a2m,0.2,ZYX_HUMAN_Beltran_2025_PF00412_504_theta_0.8_b0.7.npy,1000
ZYX_HUMAN_Beltran_2025_PF00412_504,ZYX_HUMAN_Beltran_2025_PF00412_504_theta_0.8_b0.7.a2m,0.2,ZYX_HUMAN_Beltran_2025_PF00412_504_theta_0.8_b0.7.npy,2000
ZYX_HUMAN_Beltran_2025_PF00412_504,ZYX_HUMAN_Beltran_2025_PF00412_504_theta_0.8_b0.7.a2m,0.2,ZYX_HUMAN_Beltran_2025_PF00412_504_theta_0.8_b0.7.npy,3000
ZYX_HUMAN_Beltran_2025_PF00412_504,ZYX_HUMAN_Beltran_2025_PF00412_504_theta_0.8_b0.7.a2m,0.2,ZYX_HUMAN_Beltran_2025_PF00412_504_theta_0.8_b0.7.npy,4000
ZYX_HUMAN_Beltran_2025_PF00412_504,ZYX_HUMAN_Beltran_2025_PF00412_504_theta_0.8_b0.7.a2m,0.2,ZYX_HUMAN_Beltran_2025_PF00412_504_theta_0.8_b0.7.npy,5000
PKN1_HUMAN_Beltran_2025_PF02185_129,PKN1_HUMAN_Beltran_2025_PF02185_129_theta_0.8_b0.7.a2m,0.2,PKN1_HUMAN_Beltran_2025_PF02185_129_theta_0.8_b0.7.npy,1000
PKN1_HUMAN_Beltran_2025_PF02185_129,PKN1_HUMAN_Beltran_2025_PF02185_129_theta_0.8_b0.7.a2m,0.2,PKN1_HUMAN_Beltran_2025_PF02185_129_theta_0.8_b0.7.npy,2000
PKN1_HUMAN_Beltran_2025_PF02185_129,PKN1_HUMAN_Beltran_2025_PF02185_129_theta_0.8_b0.7.a2m,0.2,PKN1_HUMAN_Beltran_2025_PF02185_129_theta_0.8_b0.7.npy,3000
PKN1_HUMAN_Beltran_2025_PF02185_129,PKN1_HUMAN_Beltran_2025_PF02185_129_theta_0.8_b0.7.a2m,0.2,PKN1_HUMAN_Beltran_2025_PF02185_129_theta_0.8_b0.7.npy,4000
PKN1_HUMAN_Beltran_2025_PF02185_129,PKN1_HUMAN_Beltran_2025_PF02185_129_theta_0.8_b0.7.a2m,0.2,PKN1_HUMAN_Beltran_2025_PF02185_129_theta_0.8_b0.7.npy,5000
HNRL2_HUMAN_Beltran_2025_PF02037_1,HNRL2_HUMAN_Beltran_2025_PF02037_1_theta_0.8_b0.8.a2m,0.2,HNRL2_HUMAN_Beltran_2025_PF02037_1_theta_0.8_b0.8.npy,1000
HNRL2_HUMAN_Beltran_2025_PF02037_1,HNRL2_HUMAN_Beltran_2025_PF02037_1_theta_0.8_b0.8.a2m,0.2,HNRL2_HUMAN_Beltran_2025_PF02037_1_theta_0.8_b0.8.npy,2000
HNRL2_HUMAN_Beltran_2025_PF02037_1,HNRL2_HUMAN_Beltran_2025_PF02037_1_theta_0.8_b0.8.a2m,0.2,HNRL2_HUMAN_Beltran_2025_PF02037_1_theta_0.8_b0.8.npy,3000
HNRL2_HUMAN_Beltran_2025_PF02037_1,HNRL2_HUMAN_Beltran_2025_PF02037_1_theta_0.8_b0.8.a2m,0.2,HNRL2_HUMAN_Beltran_2025_PF02037_1_theta_0.8_b0.8.npy,4000
HNRL2_HUMAN_Beltran_2025_PF02037_1,HNRL2_HUMAN_Beltran_2025_PF02037_1_theta_0.8_b0.8.a2m,0.2,HNRL2_HUMAN_Beltran_2025_PF02037_1_theta_0.8_b0.8.npy,5000
LIN41_HUMAN_Beltran_2025_PF00643_274,LIN41_HUMAN_Beltran_2025_PF00643_274_theta_0.8_b0.9.a2m,0.2,LIN41_HUMAN_Beltran_2025_PF00643_274_theta_0.8_b0.9.npy,1000
LIN41_HUMAN_Beltran_2025_PF00643_274,LIN41_HUMAN_Beltran_2025_PF00643_274_theta_0.8_b0.9.a2m,0.2,LIN41_HUMAN_Beltran_2025_PF00643_274_theta_0.8_b0.9.npy,2000
LIN41_HUMAN_Beltran_2025_PF00643_274,LIN41_HUMAN_Beltran_2025_PF00643_274_theta_0.8_b0.9.a2m,0.2,LIN41_HUMAN_Beltran_2025_PF00643_274_theta_0.8_b0.9.npy,3000
LIN41_HUMAN_Beltran_2025_PF00643_274,LIN41_HUMAN_Beltran_2025_PF00643_274_theta_0.8_b0.9.a2m,0.2,LIN41_HUMAN_Beltran_2025_PF00643_274_theta_0.8_b0.9.npy,4000
LIN41_HUMAN_Beltran_2025_PF00643_274,LIN41_HUMAN_Beltran_2025_PF00643_274_theta_0.8_b0.9.a2m,0.2,LIN41_HUMAN_Beltran_2025_PF00643_274_theta_0.8_b0.9.npy,5000
ELB3B_HUMAN_Beltran_2025_PF08711_3,ELB3B_HUMAN_Beltran_2025_PF08711_3_theta_0.8_b0.7.a2m,0.2,ELB3B_HUMAN_Beltran_2025_PF08711_3_theta_0.8_b0.7.npy,1000
ELB3B_HUMAN_Beltran_2025_PF08711_3,ELB3B_HUMAN_Beltran_2025_PF08711_3_theta_0.8_b0.7.a2m,0.2,ELB3B_HUMAN_Beltran_2025_PF08711_3_theta_0.8_b0.7.npy,2000
ELB3B_HUMAN_Beltran_2025_PF08711_3,ELB3B_HUMAN_Beltran_2025_PF08711_3_theta_0.8_b0.7.a2m,0.2,ELB3B_HUMAN_Beltran_2025_PF08711_3_theta_0.8_b0.7.npy,3000
ELB3B_HUMAN_Beltran_2025_PF08711_3,ELB3B_HUMAN_Beltran_2025_PF08711_3_theta_0.8_b0.7.a2m,0.2,ELB3B_HUMAN_Beltran_2025_PF08711_3_theta_0.8_b0.7.npy,4000
ELB3B_HUMAN_Beltran_2025_PF08711_3,ELB3B_HUMAN_Beltran_2025_PF08711_3_theta_0.8_b0.7.a2m,0.2,ELB3B_HUMAN_Beltran_2025_PF08711_3_theta_0.8_b0.7.npy,5000
DJC21_HUMAN_Beltran_2025_PF12171_315,DJC21_HUMAN_Beltran_2025_PF12171_315_theta_0.8_b1.1.a2m,0.2,DJC21_HUMAN_Beltran_2025_PF12171_315_theta_0.8_b1.1.npy,1000
DJC21_HUMAN_Beltran_2025_PF12171_315,DJC21_HUMAN_Beltran_2025_PF12171_315_theta_0.8_b1.1.a2m,0.2,DJC21_HUMAN_Beltran_2025_PF12171_315_theta_0.8_b1.1.npy,2000
DJC21_HUMAN_Beltran_2025_PF12171_315,DJC21_HUMAN_Beltran_2025_PF12171_315_theta_0.8_b1.1.a2m,0.2,DJC21_HUMAN_Beltran_2025_PF12171_315_theta_0.8_b1.1.npy,3000
DJC21_HUMAN_Beltran_2025_PF12171_315,DJC21_HUMAN_Beltran_2025_PF12171_315_theta_0.8_b1.1.a2m,0.2,DJC21_HUMAN_Beltran_2025_PF12171_315_theta_0.8_b1.1.npy,4000
DJC21_HUMAN_Beltran_2025_PF12171_315,DJC21_HUMAN_Beltran_2025_PF12171_315_theta_0.8_b1.1.a2m,0.2,DJC21_HUMAN_Beltran_2025_PF12171_315_theta_0.8_b1.1.npy,5000
SH319_HUMAN_Beltran_2025_PF00018_664,SH319_HUMAN_Beltran_2025_PF00018_664_theta_0.8_b1.1.a2m,0.2,SH319_HUMAN_Beltran_2025_PF00018_664_theta_0.8_b1.1.npy,1000
SH319_HUMAN_Beltran_2025_PF00018_664,SH319_HUMAN_Beltran_2025_PF00018_664_theta_0.8_b1.1.a2m,0.2,SH319_HUMAN_Beltran_2025_PF00018_664_theta_0.8_b1.1.npy,2000
SH319_HUMAN_Beltran_2025_PF00018_664,SH319_HUMAN_Beltran_2025_PF00018_664_theta_0.8_b1.1.a2m,0.2,SH319_HUMAN_Beltran_2025_PF00018_664_theta_0.8_b1.1.npy,3000
SH319_HUMAN_Beltran_2025_PF00018_664,SH319_HUMAN_Beltran_2025_PF00018_664_theta_0.8_b1.1.a2m,0.2,SH319_HUMAN_Beltran_2025_PF00018_664_theta_0.8_b1.1.npy,4000
SH319_HUMAN_Beltran_2025_PF00018_664,SH319_HUMAN_Beltran_2025_PF00018_664_theta_0.8_b1.1.a2m,0.2,SH319_HUMAN_Beltran_2025_PF00018_664_theta_0.8_b1.1.npy,5000
SAMD9_HUMAN_Beltran_2025_PF07647_4,SAMD9_HUMAN_Beltran_2025_PF07647_4_theta_0.8_b0.7.a2m,0.2,SAMD9_HUMAN_Beltran_2025_PF07647_4_theta_0.8_b0.7.npy,1000
SAMD9_HUMAN_Beltran_2025_PF07647_4,SAMD9_HUMAN_Beltran_2025_PF07647_4_theta_0.8_b0.7.a2m,0.2,SAMD9_HUMAN_Beltran_2025_PF07647_4_theta_0.8_b0.7.npy,2000
SAMD9_HUMAN_Beltran_2025_PF07647_4,SAMD9_HUMAN_Beltran_2025_PF07647_4_theta_0.8_b0.7.a2m,0.2,SAMD9_HUMAN_Beltran_2025_PF07647_4_theta_0.8_b0.7.npy,3000
SAMD9_HUMAN_Beltran_2025_PF07647_4,SAMD9_HUMAN_Beltran_2025_PF07647_4_theta_0.8_b0.7.a2m,0.2,SAMD9_HUMAN_Beltran_2025_PF07647_4_theta_0.8_b0.7.npy,4000
SAMD9_HUMAN_Beltran_2025_PF07647_4,SAMD9_HUMAN_Beltran_2025_PF07647_4_theta_0.8_b0.7.a2m,0.2,SAMD9_HUMAN_Beltran_2025_PF07647_4_theta_0.8_b0.7.npy,5000
VAX1_HUMAN_Beltran_2025_PF00046_102,VAX1_HUMAN_Beltran_2025_PF00046_102_theta_0.8_b0.8.a2m,0.2,VAX1_HUMAN_Beltran_2025_PF00046_102_theta_0.8_b0.8.npy,1000
VAX1_HUMAN_Beltran_2025_PF00046_102,VAX1_HUMAN_Beltran_2025_PF00046_102_theta_0.8_b0.8.a2m,0.2,VAX1_HUMAN_Beltran_2025_PF00046_102_theta_0.8_b0.8.npy,2000
VAX1_HUMAN_Beltran_2025_PF00046_102,VAX1_HUMAN_Beltran_2025_PF00046_102_theta_0.8_b0.8.a2m,0.2,VAX1_HUMAN_Beltran_2025_PF00046_102_theta_0.8_b0.8.npy,3000
VAX1_HUMAN_Beltran_2025_PF00046_102,VAX1_HUMAN_Beltran_2025_PF00046_102_theta_0.8_b0.8.a2m,0.2,VAX1_HUMAN_Beltran_2025_PF00046_102_theta_0.8_b0.8.npy,4000
VAX1_HUMAN_Beltran_2025_PF00046_102,VAX1_HUMAN_Beltran_2025_PF00046_102_theta_0.8_b0.8.a2m,0.2,VAX1_HUMAN_Beltran_2025_PF00046_102_theta_0.8_b0.8.npy,5000
