DMS_index,DMS_ID,MSA_num_seqs,MSA_Neff_L,MSA_depth,MSA_start,MSA_end,seq_len,number of mutants,Site_Independent,EVmutation,EVE_ensemble,MSA_Transformer_ensemble,ESM2_650M,GEMME,VespaG,Tranception_L_no_retrieval,Tranception_L,ESM-IF1_142M,ProteinMPNN,SaProt_650M_AF2,PoET,ESCOTT,VenusREM,ProSST-2048,RSALOR,ESM3_1.4B_open,Progen3_3B,AIDO.Protein-RAG-16B
DMS_sub_506,FMR1_HUMAN_Beltran_2025_PF00013_217,9068,2.606171010774258,Medium,1,66,66,1212,0.38039976969031425,0.43418606139675503,0.3471004203469537,0.5093068891373144,0.37708832765635997,0.38597210372370144,0.45690829047498066,0.16011102615258627,0.2900216642272428,0.6126612907719735,0.5648982818803595,0.4507755382873894,0.523493793490483,0.4394239977370562,0.5515468395077708,0.5716113949181179,0.4680590248503377,0.6391994834608457,0.2740247947095535,0.514268655766752
DMS_sub_507,SOX4_HUMAN_Beltran_2025_PF00505_60,87790,76.6591696952664,Medium,1,68,68,1207,0.3419152070386912,0.28193809952618754,0.3091237452568394,0.3720388876272986,0.3932019331294169,0.31280284394055946,0.37871391054406606,0.4824956801337087,0.4793290361374513,0.5619704120788788,0.4949720809165055,0.33364451575227655,0.34921373729698507,0.34637118603143857,0.40195187856893455,0.42676502375943515,0.4088928684531344,0.4457613898007954,0.46338394498807467,0.43501378065086604
DMS_sub_508,ITK_HUMAN_Beltran_2025_PF00018_172,107783,58.3384152650891,Medium,1,59,59,1120,0.46556554621809987,0.5813202131802543,0.6419251810655158,0.6167168782125173,0.6397658373209376,0.525527080919787,0.556159228020061,0.5835602243243022,0.5757102741043665,0.6855985203802113,0.6234347937103409,0.6939337955050047,0.6088938845557891,0.5652105414559812,0.6435276146127608,0.6673333647129026,0.5820705313841519,0.693599561808804,0.5871161161668748,0.710569772650532
DMS_sub_509,EP300_HUMAN_Beltran_2025_PF02172_567,9501,1.9584079224264128,Medium,1,84,84,1576,0.35434917381879777,0.3319157297802369,0.3504005317871095,0.27670662825854514,0.4665682940659767,0.39736869230559146,0.4237494651308557,0.22912049574514273,0.3479020165972113,0.4310713871332599,0.3852089571301915,0.32537591020957685,0.3184499444428222,0.3770055928063266,0.4264643677771767,0.4651680072184988,0.39399106602269407,0.47776990991969925,0.3321337658998807,0.3757768920760883
DMS_sub_510,SNF5_HUMAN_Beltran_2025_PF04855_181,9525,12.55987443721039,Medium,1,68,68,937,0.40525477842297203,0.44529286876100405,0.44192937525862164,0.45362696256523205,0.5494838542276288,0.47831017143479704,0.49841541051094734,0.3302504407285848,0.4749692741547104,0.6410053297030248,0.5898144143774094,0.5216835064642731,0.47367921604867125,0.49939432803200173,0.6625327563417143,0.6419496272346996,0.5539873605831331,0.70101012359777,0.33928368586010366,0.6051468344695013
DMS_sub_511,BPTF_HUMAN_Beltran_2025_PF00628_2862,61127,60.46315837352864,Medium,1,57,57,1051,0.5476811722341239,0.5876800040278709,0.6811020554455437,0.5831781288537135,0.5457252799918064,0.5969078243038209,0.5913580950625027,0.6132845690358902,0.6351092145115905,0.537536002125019,0.41781965603700577,0.5324081215231454,0.5145280820187187,0.5765114824138008,0.5635020643630624,0.5688074795138524,0.5916392767797816,0.578635401581584,0.6257404696847018,0.6331542748347359
DMS_sub_512,PO4F2_HUMAN_Beltran_2025_PF00157_256,23223,1.573068237342946,Medium,1,72,72,1265,0.4910795545698752,0.4620428060553069,0.48897145468811465,0.42830303178467705,0.5529477727222668,0.4431138637856297,0.4759455847242127,0.4198165030290254,0.5200895809775119,0.5527491241348351,0.41618104393662814,0.4456517820191156,0.4401128380380047,0.4859934679276299,0.5328871205013961,0.5322659525168368,0.4815549979300673,0.5932565507093437,0.4472762265529019,0.6167179262660897
DMS_sub_513,CHD3_HUMAN_Beltran_2025_PF00628_374,153313,82.57797559831539,Medium,1,53,53,989,0.3718357501597422,0.4278421395534814,0.5145863003022841,0.4108427049826505,0.437356340164806,0.3841126789645682,0.3944040152287604,0.430592749111486,0.41152427290009924,0.43907578157348154,0.33346212914171036,0.30464635158406284,0.4228011588571151,0.3971123124898558,0.39410401543778273,0.38939235398357736,0.4089890805045707,0.4007601196696464,0.4564718275273106,0.38725224675233316
DMS_sub_514,TRI26_HUMAN_Beltran_2025_PF00643_97,82024,94.93429592790544,Medium,1,44,44,760,0.42744952038495854,0.4873347658442994,0.5857928476297781,0.5524717308193985,0.5362376302473271,0.48873338217034507,0.5464242096139422,0.560585528074491,0.5637763140474981,0.6282352862061732,0.5806760284887877,0.5625105569738438,0.5907371884775241,0.4682868126563053,0.5570507409133348,0.5107581970434105,0.5401065441308871,0.6119632916893766,0.5417946545266106,0.5952078600449234
DMS_sub_515,EPS8_HUMAN_Beltran_2025_PF00018_533,70338,45.98389043454216,Medium,1,58,58,1069,0.5098924438420487,0.5319112816309882,0.5524079744997178,0.5396896500468732,0.5504969153296301,0.5430347741503894,0.5610667920722759,0.4667529054522292,0.5576079646294376,0.6690346523466318,0.5816131034657153,0.5661742077904702,0.5576255984612469,0.5693163853998259,0.5647480166285515,0.5796774029019404,0.5739595357219057,0.6522449472251838,0.4631383194205878,0.6590865821831846
DMS_sub_516,EPS8_HUMAN_Beltran_2025_PF18016_720,7583,4.9818269990864925,Medium,1,59,59,1022,0.6104574908838167,0.6215094791928432,0.6592340160087303,0.5366355185678714,0.5699724866923085,0.6338408260307958,0.6468859667291832,0.38280328055260665,0.5918152054965686,0.7394050720062423,0.6837919249967975,0.6482681972209924,0.6495334717032734,0.6615967006694321,0.6891672414414299,0.6677570777673487,0.679432468534702,0.7703595353574405,0.44709858640284955,0.7276687205681862
DMS_sub_517,ANK3_HUMAN_Beltran_2025_PF00531_4094,35210,1.8894514178511013,Medium,1,78,78,1413,0.6396265608346109,0.5933504754659145,0.6510155853914091,0.5793866529173259,0.7019933567401384,0.56844998847819,0.6864587733422028,0.4827052932168295,0.6153412435543081,0.7175974500769265,0.644254102785978,0.6186966703348369,0.6932750910808726,0.6160919613515896,0.712688967558306,0.6663140941989257,0.6811184901752352,0.7421549494147678,0.43366086644229174,0.7130055395942835
DMS_sub_518,MYO1E_HUMAN_Beltran_2025_PF00018_1051,114598,47.50712153027941,Medium,1,58,58,1006,0.5028544076743856,0.4833534265937051,0.5658035719080866,0.5334192849899269,0.6770340838225783,0.5424813166593586,0.6150583053290376,0.5363898268099363,0.5571032468737245,0.7078987768080748,0.43053659127869126,0.6194490060548095,0.6202079909670024,0.588927591311324,0.6484894785563322,0.6741321929268952,0.6087611953868711,0.6989007204482255,0.4719537533569833,0.6828227047644877
DMS_sub_519,TIAM1_HUMAN_Beltran_2025_PF00595_843,7897,2.111238296786452,Medium,1,84,84,1485,0.5709188121304379,0.5246252866168317,0.5798953862809754,0.507522195741453,0.6963910660187475,0.6055924957804318,0.6752710983955684,0.5670820389100351,0.6161349805466837,0.6787613494347782,0.6109495126859733,0.7525088450234313,0.5901812297022265,0.6141928999247018,0.735910705856808,0.7358655550337246,0.5741146593918693,0.7356746185567774,0.5516111647459719,0.7391613059430623
DMS_sub_520,TADBP_HUMAN_Beltran_2025_PF18694_5,3118,3.4000171581983,Medium,1,72,72,1283,0.46315878307496067,0.3305527341492516,0.39742617507139766,0.2705907554969107,0.16949687907542632,0.39515105083806695,0.45192210707599834,0.168653175329337,0.3904374785491915,0.7175373058835088,0.5752476428340847,0.5428914078583156,0.38085200347913084,0.48399194219652186,0.6302906997686666,0.6258918882064212,0.5757678807383891,0.7435589153566383,0.29779296186057,0.6087839628715345
DMS_sub_521,FADD_HUMAN_Beltran_2025_PF01335_1,6419,10.099274944112228,Medium,1,86,86,1632,0.5909533602505119,0.6001587863419467,0.6738108691859584,0.669416336664157,0.5997179966840989,0.6972502456178579,0.7358911577981682,0.39792669747859866,0.6418849133694167,0.7366690419571069,0.5574220331558493,0.7336242877945366,0.6954027308304492,0.7214782714540917,0.7169480970430112,0.6931288785366888,0.7029312029122515,0.7864390721021801,0.3619342318244021,0.7847419199483036
DMS_sub_522,MP2K5_HUMAN_Beltran_2025_PF00564_15,1971,0.4665186811372392,Low,1,95,95,1788,0.36942000725772295,0.367265749416314,0.42528741353782323,0.3912920509395587,0.4277060732578711,0.4649082909394197,0.5097997731869509,0.17241745068155967,0.3056758930494374,0.5858233037059281,0.5173281566961873,0.5941727016672476,0.469707011059176,0.5166077956404194,0.5797346785504837,0.5751632665384987,0.5209429802838751,0.5712416478470184,0.4085426644840803,0.5689500908878975
DMS_sub_523,TIF1B_HUMAN_Beltran_2025_PF00628_620,155361,81.91777240637164,Medium,1,52,52,939,0.4947341737729792,0.5028401877806542,0.5910450408853948,0.5458750026632524,0.4868854065224535,0.539416216166749,0.5204903456923218,0.4959954106546615,0.5403368872834813,0.4840948833814362,0.4801311668059772,0.5077179819461208,0.559789166078094,0.5051820830601018,0.5250648058057886,0.5221518672695933,0.5363742329102511,0.5147025410840519,0.5056408933861368,0.5708557117945824
DMS_sub_524,MPP3_HUMAN_Beltran_2025_PF00595_132,28905,3.9420662072695776,Medium,1,89,89,1512,0.5496962178364276,0.5568442713380283,0.5562294014941825,0.4665104072016631,0.628168829480047,0.5898072235294488,0.6041271165398691,0.5711668940704845,0.6276724781316407,0.7386027691837348,0.5633062711926939,0.6204104391635503,0.6054283955659708,0.6097867048329173,0.7366477938465135,0.7338837688663724,0.6157161691511417,0.7686706432647806,0.6045039347524461,0.7530702542641976
DMS_sub_525,SNTA1_HUMAN_Beltran_2025_PF00595_79,226582,21.00856323807768,Medium,1,93,93,1312,0.5585880755036976,0.6557697876817659,0.7158754425646072,0.6622224428442955,0.678003427757315,0.6829380489432942,0.6819729885229419,0.5838221166618012,0.6555779800987397,0.7489123631477538,0.6178178832801403,0.6470587235888867,0.6876482553811973,0.7095005490138211,0.7359809798468709,0.734178640853466,0.7008881823710995,0.7196863768038129,0.5886629207932637,0.7430276903784044
DMS_sub_526,TOP3A_HUMAN_Beltran_2025_PF06839_812,28492,96.39331394081236,Medium,1,40,40,329,0.6007618669565101,0.5617013842086253,0.62787682470771,0.562470741093116,0.5683940875378657,0.5697169744898529,0.59402878625737,0.27955900419509483,0.5847348474350114,0.646859557331135,0.649637242206779,0.6102463817942041,0.5762493116232884,0.5733686621287712,0.5952199928612039,0.5593377160862858,0.6054997133750383,0.6877879614626645,0.5680379049691946,0.6644265686653276
DMS_sub_527,TOP3A_HUMAN_Beltran_2025_PF06839_896,25176,79.22657433187865,Medium,1,43,43,536,0.47347940266292254,0.4740124419479567,0.5461278802636753,0.5398439229615987,0.47737484540240877,0.4788560257160407,0.5279887198988149,0.5120003422557522,0.546414812567053,0.5481203247159244,0.450516730594151,0.4931986410451783,0.5354023519484787,0.4588772064934247,0.47156413449622503,0.46956242150307614,0.47462818429631376,0.5758630265971384,0.479875798255822,0.5745544440728189
DMS_sub_528,SQSTM_HUMAN_Beltran_2025_PF00569_120,50830,85.62218879177183,Medium,1,52,52,974,0.5925592927305425,0.5867391929359077,0.6523805156708258,0.5507415769960197,0.5231065933030444,0.5813212284089396,0.5603649526323512,0.5228833748060154,0.6089498714832945,0.49565492591765675,0.41741397260844243,0.5170447656689381,0.5540826402394997,0.5802601746379852,0.5224595609572811,0.5037651936474195,0.5380248458498942,0.5464324443381126,0.5261131015254653,0.589905798881217
DMS_sub_529,SQSTM_HUMAN_Beltran_2025_PF16577_389,2368,3.791287984571016,Medium,1,52,52,983,0.49290019073317215,0.6320447785185599,0.5849573950196465,0.5817654283062421,0.6497796376763734,0.6643758004231171,0.6504171835211815,0.5353088086866225,0.6162767519744655,0.6949269921889548,0.6540186069141325,0.7260254210809332,0.7088416371242421,0.633372594902278,0.6475675121443861,0.607915672689762,0.6300800580222249,0.738657860137595,0.424955314308775,0.6758553831818899
DMS_sub_530,PIN1_HUMAN_Beltran_2025_PF00397_1,173923,95.43187711863725,Medium,1,40,40,684,0.37996457757123503,0.48290496280243594,0.6210236257204725,0.47755428411685014,0.5947906428306836,0.5493568349748031,0.5955487499945517,0.5437712156549491,0.6005108139344618,0.5985889970871641,0.5828697573523665,0.6310944213622959,0.632006966096248,0.5388466224556865,0.6070540396031971,0.6000142588044256,0.61111875137825,0.6102428675666781,0.49274608870729464,0.655661893704177
DMS_sub_531,FHL1_HUMAN_Beltran_2025_PF00412_160,183603,72.02719868523842,Medium,1,56,56,1035,0.4594636537293278,0.5099948032641998,0.5168065119550362,0.46218495191843123,0.4308419355229834,0.44683011848755994,0.4478261422848764,0.4523524774432554,0.47037000846051014,0.4279921113888524,0.356235363282499,0.4717812723177758,0.47000617164795533,0.4468041514674372,0.45791838732579837,0.46108400895511975,0.40962695432361573,0.4478092084121333,0.47884291667882384,0.46859566025985333
DMS_sub_532,FHL1_HUMAN_Beltran_2025_PF00412_99,49552,17.728491012420697,Medium,1,60,60,1089,0.31339622523543564,0.3399075442102469,0.4378330544524831,0.329181448269256,0.4345579169747622,0.4327890712118091,0.38648305300542957,0.4190518699392605,0.3763007392373168,0.41394376212522405,0.3291969802105608,0.4522004926881331,0.41808858952025846,0.38828778479725873,0.3987416671381461,0.40521241153512905,0.4010204485343542,0.3996109213572001,0.3934807702709103,0.4372516222518755
DMS_sub_533,SPTN1_HUMAN_Beltran_2025_PF13499_2327,15263,1.977791759095809,Medium,1,73,73,1102,0.4433344599460129,0.4891384768203451,0.3982996541220007,0.548151188486775,0.4681221022020027,0.5125346807309705,0.5418113157943942,0.46390124719513215,0.5145664728453058,0.651822392668295,0.47253099733702525,0.6418866141651893,0.6192902074674933,0.5484152778150988,0.6213132043129708,0.624690537120865,0.5763868768256003,0.609714794496486,0.4760745439591279,0.6305809705822082
DMS_sub_534,SAFB2_HUMAN_Beltran_2025_PF02037_27,39957,84.32137274650042,Medium,1,44,44,761,0.37964819375092385,0.3978158424350896,0.5383122432681373,0.513976122778174,0.6075936588523294,0.5437926496924825,0.5762684834083427,0.4644610259940885,0.537458159846074,0.5636522232811717,0.45909419764566706,0.5598477786486673,0.5800209891614585,0.5162709026006546,0.5198481432419019,0.5044763860157147,0.5543275257107458,0.6046018688749699,0.5532999128767843,0.571379203720714
DMS_sub_535,SCRIB_HUMAN_Beltran_2025_PF00595_857,266687,23.162988179301227,Medium,1,97,97,1779,0.5847766542565926,0.637168788961046,0.7204914145134058,0.6885583212324506,0.6605618162955015,0.6606895391726758,0.7180964783953232,0.5777853388388222,0.6742970769065411,0.7190484687434043,0.5456002241696413,0.7235561226446067,0.7009555756420869,0.7113138406006894,0.7545491266573092,0.7570168265128446,0.7053403188575107,0.7394473536584905,0.6114462151565906,0.7441889215954987
DMS_sub_536,FHL2_HUMAN_Beltran_2025_PF00412_38,225551,95.1792391132804,Medium,1,60,60,1124,0.49750103773366905,0.5233429227391316,0.6000645163013282,0.5239922942465631,0.49824182703769,0.49162342405218257,0.5070086300928999,0.5212349125055215,0.5438579101349185,0.4905383435976899,0.4764900636914132,0.505322569525251,0.5306351727560692,0.4780983247028416,0.45311357468633007,0.44064852225102125,0.5028819179321021,0.5000504495268484,0.4356617018591358,0.5110947262858679
DMS_sub_537,ZMYM3_HUMAN_Beltran_2025_PF06467_350,9453,5.106466957257361,Medium,1,45,45,791,0.40712246109569156,0.43802915967936373,0.3965031645783579,0.3560202496004161,0.49579036513935765,0.40993685488966874,0.5067870400147216,0.48491813640969383,0.5087084084902482,0.48710121155324076,0.37931883514115966,0.4750922494182749,0.4429129129327545,0.3977851527336119,0.4041343689111631,0.38067017601564646,0.4394593789050857,0.4679944164936638,0.5461344623692221,0.4631709392028351
DMS_sub_538,ZMYM3_HUMAN_Beltran_2025_PF06467_405,8825,4.8603225284782114,Medium,1,40,40,757,0.28466391085178055,0.40476422217766256,0.46431201751658524,0.3881236863205888,0.6112449335874547,0.5007497877030541,0.4752156325497741,0.4560303417079791,0.4499289210706143,0.5565255100358121,0.5089976383049825,0.6002827085154071,0.4657330707932223,0.43084384352952665,0.5647033058176963,0.5325984334716968,0.4544396894441775,0.567406776247088,0.4894198345302391,0.5478116894291984
DMS_sub_539,ZMYM3_HUMAN_Beltran_2025_PF06467_589,7795,5.68473012692748,Medium,1,39,39,711,0.5106129710093964,0.5285429896240889,0.6299394377195098,0.4855207662304427,0.522923285768352,0.5230111151233955,0.47987888378861826,0.45147389237563207,0.5711403704047432,0.5891449084732813,0.5514132629893675,0.5653039604396489,0.5052113819985286,0.5112547549376165,0.6308239619480593,0.5869002715247321,0.553284009636451,0.5722846518350219,0.4806306684801536,0.6195842420876753
DMS_sub_540,ZMYM3_HUMAN_Beltran_2025_PF06467_629,7504,3.192319266671789,Medium,1,40,40,629,0.29141036018336464,0.33515645934442423,0.2742515763621069,0.2670853768920044,0.5236169810690255,0.39026603300596263,0.4581918407393458,0.5045399707948586,0.39496870715771937,0.5258552977464848,0.45862478722164424,0.5712214202158744,0.40707088378127115,0.3419980703871808,0.4652138097896879,0.5510951831768436,0.3579587932691607,0.5262993698006873,0.45089834828998276,0.5412662136444093
DMS_sub_541,CHD4_HUMAN_Beltran_2025_PF00385_623,39628,28.49267784371314,Medium,1,53,53,996,0.35669518641242176,0.3520847264131753,0.4350173772342104,0.44374094615383347,0.48445972415035254,0.420147478961892,0.5357060343712009,0.37838294200880773,0.4225532321369265,0.6646277999707179,0.5782091359639804,0.6635923390441347,0.4934067413441313,0.4549886132652797,0.5763158944654996,0.6437973240421148,0.532273564872156,0.6755006860735412,0.3584658702053115,0.6156091670122606
DMS_sub_542,CHD4_HUMAN_Beltran_2025_PF00628_365,154204,81.66600329033845,Medium,1,53,53,996,0.3238031862680701,0.40458853898034036,0.5121923694525461,0.4286840190872429,0.45372704191683555,0.4221723182150709,0.3948651317968712,0.46732018561988603,0.4529873705787319,0.437085593637137,0.34202452469117867,0.32861333388253794,0.4739137873568449,0.4364707645374861,0.42458035371653596,0.4223391686907278,0.43694149047134345,0.409445381262705,0.4770621499330653,0.42459050948947463
DMS_sub_543,CHD4_HUMAN_Beltran_2025_PF00628_444,151366,81.6932477213046,Medium,1,53,53,990,0.5204421221833657,0.5441107631424875,0.7368110719960501,0.5596472180747851,0.6266266113438694,0.5823392674978255,0.6237944051848565,0.6395701770015998,0.609822322525427,0.611696715733757,0.515079252816359,0.5712456134997124,0.6500171241204545,0.5793968008447515,0.5993783559341732,0.5843915211162806,0.5586805184446856,0.6431787462332234,0.6639535764893509,0.6446811704239482
DMS_sub_544,PO6F1_HUMAN_Beltran_2025_PF00157_139,23093,1.559640695835431,Medium,1,90,90,1709,0.37939798300564354,0.36949021887409533,0.4719929968766335,0.37252087859530264,0.360854654165558,0.42950542565429817,0.444991150573534,0.46333931645389886,0.4819391874358382,0.5521230104249649,0.40832647693307084,0.4516875290051571,0.41047735358694293,0.44031941056382495,0.5142020342609923,0.49121700643901284,0.47524650533960777,0.5700428365351337,0.402125103358456,0.5470986008260641
DMS_sub_545,NR1D2_HUMAN_Beltran_2025_PF00105_103,104131,45.66319829594451,Medium,1,69,69,1063,0.5034719112543053,0.4716649215527343,0.5475515686140696,0.5038922881950125,0.5858955972774895,0.514940121589419,0.5623196971169576,0.3600081667332723,0.5132524418865669,0.5926959667196188,0.5071966577474588,0.37377072973801945,0.5682776480313699,0.5031450152215919,0.4496373750539194,0.4265666982294308,0.5730132347257088,0.5534577203722926,0.4226075669220495,0.5643195632886513
DMS_sub_546,FRPD4_HUMAN_Beltran_2025_PF00595_75,6039,1.4869033699235854,Medium,1,80,80,1451,0.6216637905217512,0.6222274093924188,0.6087729816227864,0.5055488157239699,0.5712376924790505,0.6355926260381941,0.6686512631428373,0.5822239366283684,0.6914938484042601,0.7244118749743165,0.5453981558671784,0.6767170599256389,0.6331281536743155,0.6665631868995383,0.7226584820221983,0.7076445441742134,0.6454882865539832,0.7632345180752004,0.5488853224959452,0.7253231470044399
DMS_sub_547,UBX2B_HUMAN_Beltran_2025_PF00789_256,6667,9.750770012014897,Medium,1,74,74,1267,0.2220925949292252,0.2724295817220332,0.2567539966921718,0.29181291225454137,0.3565137596813824,0.24530025346544318,0.30817698370798985,0.29663476331069527,0.3015113191260763,0.45404531848867336,0.36242375926108694,0.3978309450866511,0.34367584424556713,0.2440069008721405,0.4370027216355258,0.4722644577094934,0.29949376145926465,0.4351393370537666,0.28932664230762056,0.4060138219730632
DMS_sub_548,PO4F3_HUMAN_Beltran_2025_PF00157_185,23217,1.5626603422160232,Medium,1,72,72,1042,0.531890214863605,0.5082294277662465,0.5270755205653488,0.45402176701816094,0.5619298731394274,0.48577372655513423,0.5007992712505551,0.38536565729310257,0.5162144399667068,0.5423753678978585,0.3613731990964047,0.42416400697897944,0.4828781844110426,0.5090170720766459,0.5568781240432558,0.5407859907616719,0.5114976345270028,0.586174124344824,0.4318300477141259,0.5962382000309839
DMS_sub_549,PCBP1_HUMAN_Beltran_2025_PF00013_278,122026,41.02185934053193,Medium,1,73,73,1360,0.5391029884717882,0.5568002897821326,0.6770471417176006,0.6562926994134769,0.5104659263753591,0.6095536044531005,0.5879901700505087,0.4945475188402862,0.6173756731722477,0.7028749436859251,0.6538747404816048,0.5358852208184964,0.6411702513733348,0.6123922873364799,0.7128060930873461,0.7048819120146375,0.669199399568842,0.6946483786073997,0.5176918241332911,0.7126664706408661
DMS_sub_550,SAFB1_HUMAN_Beltran_2025_PF02037_26,17124,22.9993123648306,Medium,1,55,55,1027,0.44223427257424053,0.494453702507985,0.6175224057850787,0.4758544811619442,0.5780111267569243,0.48439795184166556,0.5549683334232007,0.373397958993111,0.44899914864089063,0.5816319627349655,0.5000306437654827,0.5762804803235273,0.5834700102888218,0.4842295483141774,0.5620723583871473,0.5597977709224529,0.44793507198436855,0.608871709391779,0.5223514800102321,0.5807232159915394
DMS_sub_551,SIX1_HUMAN_Beltran_2025_PF00046_131,56643,34.821999658154795,Medium,1,50,50,914,0.42576014089326164,0.41331740233518643,0.4751802310242111,0.35967517235370905,0.5245196307236146,0.40121086472522216,0.51312782612255,0.36711273430585617,0.43021991229929846,0.5641808783496376,0.5371911454906868,0.40284546644399866,0.419722609812564,0.43521914054716854,0.4940749145854718,0.5038901015517997,0.5032644703566266,0.5690795056243539,0.4766312864767866,0.5974739085396708
DMS_sub_552,TERF2_HUMAN_Beltran_2025_PF00249_489,16011,27.91132800716024,Medium,1,54,54,990,0.24074499832466967,0.35724758845589855,0.43208268046557563,0.48174142980190776,0.4391535543855893,0.44638210023404223,0.4820216859729418,0.443097367555925,0.4368825345358439,0.6069312281953069,0.4979470100768796,0.4543230797492983,0.47664681758920924,0.4358581633230662,0.4933892576786864,0.5008025843672982,0.4602516857740318,0.5297439135525059,0.34380846580171015,0.5002401581876145
DMS_sub_553,ALX1_HUMAN_Beltran_2025_PF00046_134,236419,80.7661606196864,Medium,1,56,56,1060,0.48195793146145527,0.3599847111553794,0.4717809121741652,0.4758559955595519,0.5031687814092407,0.4071206309011421,0.4697235284051096,0.4913171114377456,0.5374052587451169,0.6855833093076061,0.621326462957719,0.42683376918848714,0.44130039991261666,0.4411781497899089,0.47312796932673234,0.4557072105241601,0.5945555208352499,0.48180142673477067,0.5610682062476898,0.5770376692690717
DMS_sub_554,ITSN1_HUMAN_Beltran_2025_PF00018_1003,106032,48.94321894810893,Medium,1,57,57,1021,0.49053696379360257,0.5256593215546012,0.590547060742855,0.5439232437418133,0.6105216186959553,0.5383292264770068,0.5969242515718997,0.4824588534210918,0.560366505089612,0.6541845313478767,0.5489532942298664,0.6376803246850249,0.5379931253447857,0.5566712639314241,0.6357052815688641,0.6419905018381055,0.5948542261966391,0.6535551696392103,0.5337510642070399,0.6366265090057756
DMS_sub_555,ITSN1_HUMAN_Beltran_2025_PF00018_1156,120323,47.77461965866062,Medium,1,58,58,1045,0.4101866274902891,0.5023969399944231,0.5668665562053493,0.560719322962874,0.6315867128393732,0.547986215632314,0.5940904232250199,0.5657743935627346,0.5967804424676436,0.7178346437081792,0.6104278228747885,0.6406065525291563,0.6134386442327413,0.5350710836933904,0.6403275534534828,0.6548305157510381,0.6168092520332964,0.6727714845057502,0.5522027110835045,0.6814713579092442
DMS_sub_556,ITSN1_HUMAN_Beltran_2025_PF00018_909,194108,80.24066976899961,Medium,1,63,63,1089,0.3965615963976721,0.4602291518633634,0.5931595728559224,0.47824859151306204,0.5167292070320165,0.4829257348006013,0.4939742976511232,0.4809054776473444,0.5038329861342997,0.4971561729265892,0.4313151691159889,0.5145386650895,0.5342300542413793,0.5175745994205121,0.5358165050405154,0.5427601404564937,0.48703617409993927,0.5003313466934357,0.45206730345830626,0.5367900630133128
DMS_sub_557,ITSN1_HUMAN_Beltran_2025_PF07653_1003,106032,48.94321894810893,Medium,1,57,57,1021,0.49053696379360257,0.5256593215546012,0.589766700383475,0.5439232437418133,0.6105216186959553,0.5393484594487413,0.5969242515718997,0.4824588534210918,0.560366505089612,0.6625051143032603,0.5215677471190757,0.6323648457940768,0.5379931253447857,0.5590670284038662,0.6356539761103221,0.6410220683233856,0.5956159042874752,0.6536779160472368,0.5337447334708633,0.6344424141772212
DMS_sub_558,ZFHX3_HUMAN_Beltran_2025_PF00046_2147,261649,91.48028782233804,Medium,1,56,56,1055,0.5255086883556082,0.5007522478385464,0.5381154209003196,0.5389147407378619,0.2657959375789342,0.46983867239492766,0.4583928504304625,0.5440612477283897,0.5667294780851917,0.6019642570320637,0.4987461212305132,0.4152867474741969,0.5763935181407683,0.45107467493228837,0.5473568641248335,0.5529604873888859,0.5392553758312756,0.5939662196650233,0.5858379992926098,0.563955343544886
DMS_sub_559,ZFHX3_HUMAN_Beltran_2025_PF00046_2244,248577,83.72594783894453,Medium,1,56,56,1027,0.306964989566607,0.33742014616028465,0.36402262753488274,0.3953358097919749,0.38041725766362855,0.3488353994243377,0.43271011991293584,0.4891176357256326,0.4625148480461263,0.6131059694534293,0.5018495629154075,0.3889022558489177,0.44360156971965137,0.38225666244382045,0.40509500369086415,0.42645279843272754,0.5134940976210748,0.50538824335891,0.5317937257847749,0.4759584590333845
DMS_sub_560,ZFHX3_HUMAN_Beltran_2025_PF00046_2643,249172,87.55061057250973,Medium,1,56,56,1044,0.33839951868052714,0.2829925517313046,0.33146525035831953,0.3382764899095176,0.3217141450376328,0.3237176772317788,0.36235389330227874,0.5003398085700982,0.4692697546955629,0.6380173852980934,0.5289380829835317,0.31065555639037395,0.3586735989546608,0.3568629052833474,0.4158676878175844,0.43088210214075845,0.5163293422978747,0.4849343501901313,0.3944247618816916,0.4796054974935474
DMS_sub_561,ZYX_HUMAN_Beltran_2025_PF00412_504,9258,3.2090204877080133,Medium,1,67,67,1239,0.5164416853046588,0.4891541046953744,0.5219777253299344,0.4181639141809389,0.5428007750335435,0.48503827917125114,0.560723542052637,0.4968951492981299,0.5593398264506801,0.5138933622619163,0.47959136912072486,0.5062462902573545,0.5043634441889351,0.4694390314594667,0.559107105726664,0.5490312665086056,0.49790081883212783,0.5205804074108349,0.5228023541704532,0.5478429350048506
DMS_sub_562,PKN1_HUMAN_Beltran_2025_PF02185_129,16949,2.243402020707905,Medium,1,61,61,1120,0.1571491942803708,0.2026087619605452,0.1612084052065649,0.24871583067725203,0.2103662338862067,0.18749489902537841,0.2529987809757045,0.32390931832694375,0.27612122561139973,0.2399698016454133,0.22059001010911686,0.2617463223424125,0.2641564577367898,0.17415590851919624,0.2838306232705861,0.3079775539635201,0.16615232253800546,0.3089126037781542,0.22436820341852948,0.31851214868106403
